주문 번호,주문 일자,배송 일자,배송 방법,고객번호,고객명,고객 세그먼트,시군구,시도,국가,제품 코드,제품 대분류,제품 중분류,제품명,관리자,반품?,매출,수량,할인율,수익
IN-2024-70297,12/17/2024,12/21/2024,표준 배송,LS-16975,한만규,홈 오피스,통영시,경상남도,대한민국,FUR-BO-10001860,가구,책장,"Sauder Corner Shelving, Traditional",원유선,False,600984,4,0,216280.8
IN-2024-70297,12/17/2024,12/21/2024,표준 배송,LS-16975,한만규,홈 오피스,통영시,경상남도,대한민국,FUR-BO-10001147,가구,책장,"Bush Floating Shelf Set, Metal",원유선,False,348289.2,2,0,90514.8
IN-2024-70297,12/17/2024,12/21/2024,표준 배송,LS-16975,한만규,홈 오피스,통영시,경상남도,대한민국,OFF-ST-10004060,사무용품,수납용품,"Fellowes Lockers, Blue",원유선,False,634429.8,3,0,272737.8
IN-2024-34058,5/9/2024,5/13/2024,표준 배송,BF-11215,신정운,홈 오피스,계양구,인천광역시,대한민국,OFF-AR-10001602,사무용품,필기구,"Sanford Canvas, Water Color",전소현,False,98593.2,2,0.1,25153.2
ID-2024-29662,7/23/2024,7/27/2024,표준 배송,EB-14170,서선엽,소비자,사하구,부산광역시,대한민국,TEC-CO-10003393,사무기기,복사기,"Sharp Personal Copier, Digital",원유선,True,439318.08,4,0.1,-34247.52
IN-2024-78935,8/27/2024,8/31/2024,표준 배송,AS-10285,주소연,기업 고객,구로구,서울특별시,대한민국,TEC-PH-10001457,사무기기,전화기,"Apple Smart Phone, Full Size",전소현,False,1950750,3,0,214536.6
IN-2024-78935,8/27/2024,8/31/2024,표준 배송,AS-10285,주소연,기업 고객,구로구,서울특별시,대한민국,TEC-AC-10002324,사무기기,악세사리,"Enermax Numeric Keypad, Bluetooth",전소현,False,116953.2,2,0,4651.2
ID-2024-66811,6/7/2024,6/11/2024,표준 배송,AZ-10750,임미정,소비자,영광군,전라남도,대한민국,TEC-AC-10002533,사무기기,악세사리,"Enermax Memory Card, USB",곽승예,False,233784,4,0.5,-158997.6
IN-2024-41870,6/25/2024,6/29/2024,표준 배송,MG-17680,남유비,홈 오피스,양평군,경기도,대한민국,OFF-AR-10001922,사무용품,필기구,"Sanford Pens, Blue",전소현,False,30569.4,3,0.1,2662.2
IN-2024-71333,9/14/2024,9/14/2024,당일 배송,JE-15610,현천희,기업 고객,관악구,서울특별시,대한민국,TEC-PH-10004006,사무기기,전화기,"Nokia Audio Dock, Full Size",전소현,False,856953,5,0,265608
IN-2024-71333,9/14/2024,9/14/2024,당일 배송,JE-15610,현천희,기업 고객,관악구,서울특별시,대한민국,OFF-ST-10002292,사무용품,수납용품,"Fellowes Lockers, Single Width",전소현,False,423014.4,2,0,8445.6
IN-2024-71333,9/14/2024,9/14/2024,당일 배송,JE-15610,현천희,기업 고객,관악구,서울특별시,대한민국,FUR-CH-10002510,가구,의자,"Office Star Steel Folding Chair, Adjustable",전소현,False,288252,3,0,132559.2
IN-2024-71333,9/14/2024,9/14/2024,당일 배송,JE-15610,현천희,기업 고객,관악구,서울특별시,대한민국,OFF-SU-10001762,사무용품,일반 사무용품,"Stiletto Shears, Easy Grip",전소현,False,50704.2,1,0,16218
ID-2024-58642,2/22/2024,2/23/2024,특급 배송,PK-19075,강영옥,소비자,동구,부산광역시,대한민국,FUR-TA-10003222,가구,탁자,"Barricks Wood Table, with Bottom Storage",원유선,False,1845440.1,5,0.3,-263664.9
IN-2024-34170,12/19/2024,12/26/2024,표준 배송,FH-14275,도재섭,기업 고객,속초시,강원도,대한민국,FUR-BO-10002990,가구,책장,"Dania Library with Doors, Traditional",허진성,False,3781499.04,11,0.07,1585520.64
ID-2024-23971,9/6/2024,9/11/2024,빠른 배송,MC-17605,도재윤,기업 고객,안양시,경기도,대한민국,FUR-BO-10001342,가구,책장,"Safco Corner Shelving, Metal",전소현,False,820251.36,6,0.1,-91139.04
ID-2024-23971,9/6/2024,9/11/2024,빠른 배송,MC-17605,도재윤,기업 고객,안양시,경기도,대한민국,OFF-BI-10000518,사무용품,바인더,"Wilson Jones Index Tab, Clear",전소현,False,16276.14,3,0.1,-1165.86
IN-2024-37103,11/19/2024,11/19/2024,당일 배송,DB-13360,윤은경,홈 오피스,안성시,경기도,대한민국,OFF-BI-10003475,사무용품,바인더,"Wilson Jones Index Tab, Recycled",전소현,False,40357.422,7,0.17,14010.822
IN-2024-37103,11/19/2024,11/19/2024,당일 배송,DB-13360,윤은경,홈 오피스,안성시,경기도,대한민국,OFF-PA-10003418,사무용품,종이,"Enermax Memo Slips, Multicolor",전소현,False,55368.252,6,0.47,-13665.348
IN-2024-64368,7/17/2024,7/23/2024,표준 배송,MH-17440,류정미,기업 고객,울진군,경상북도,대한민국,FUR-FU-10004797,가구,가구류,"Tenex Stacking Tray, Erganomic",원유선,False,22705.2,1,0,3855.6
ID-2024-29102,10/26/2024,10/30/2024,표준 배송,HG-14965,하희열,기업 고객,광양시,전라남도,대한민국,TEC-PH-10004760,사무기기,전화기,"Samsung Office Telephone, with Caller ID",곽승예,False,239487.84,4,0.1,-13390.56
IN-2024-38979,10/19/2024,10/25/2024,표준 배송,DM-13525,최현,기업 고객,용산구,서울특별시,대한민국,FUR-CH-10000025,가구,의자,"Office Star Rocking Chair, Set of Two",전소현,False,262841.76,2,0.1,29180.16
IN-2024-72320,12/4/2024,12/8/2024,표준 배송,CM-12385,심초롱,소비자,남구,인천광역시,대한민국,TEC-CO-10003410,사무기기,복사기,"Brother Ink, High-Speed",전소현,False,400707,3,0.1,151378.2
ID-2024-30075,6/11/2024,6/14/2024,빠른 배송,MC-17635,박도희,기업 고객,익산시,전라북도,대한민국,OFF-PA-10002461,사무용품,종이,"Eaton Parchment Paper, Multicolor",곽승예,False,37944,5,0.5,-15300
IN-2024-58747,2/8/2024,2/12/2024,표준 배송,LR-16915,노신영,소비자,동대문구,서울특별시,대한민국,OFF-AR-10003774,사무용품,필기구,"Stanley Sketch Pad, Fluorescent",전소현,False,186415.2,4,0,76377.6
IN-2024-58747,2/8/2024,2/12/2024,표준 배송,LR-16915,노신영,소비자,동대문구,서울특별시,대한민국,OFF-BI-10001659,사무용품,바인더,"Cardinal Index Tab, Clear",전소현,False,37026,5,0,6579
IN-2024-58747,2/8/2024,2/12/2024,표준 배송,LR-16915,노신영,소비자,동대문구,서울특별시,대한민국,OFF-EN-10001789,사무용품,봉투,"Kraft Peel and Seal, Set of 50",전소현,False,62699.4,3,0,4957.2
IN-2024-36081,11/19/2024,11/24/2024,표준 배송,RA-19885,나정진,기업 고객,경산시,경상북도,대한민국,OFF-AR-10001518,사무용품,필기구,"Binney & Smith Pencil Sharpener, Water Color",원유선,False,109915.2,4,0,46144.8
IN-2024-36081,11/19/2024,11/24/2024,표준 배송,RA-19885,나정진,기업 고객,경산시,경상북도,대한민국,OFF-FA-10001082,사무용품,파스너,"OIC Staples, Assorted Sizes",원유선,False,26897.4,3,0,459
ID-2024-53084,7/23/2024,7/26/2024,빠른 배송,TH-21100,전병만,소비자,광산구,광주광역시,대한민국,OFF-AP-10003963,사무용품,가전,"Breville Microwave, Silver",곽승예,False,512125.272,2,0.17,-49384.728
ID-2024-53084,7/23/2024,7/26/2024,빠른 배송,TH-21100,전병만,소비자,광산구,광주광역시,대한민국,TEC-CO-10001157,사무기기,복사기,"Hewlett Personal Copier, Color",곽승예,False,414661.518,3,0.07,169371.918
ID-2024-53084,7/23/2024,7/26/2024,빠른 배송,TH-21100,전병만,소비자,광산구,광주광역시,대한민국,TEC-CO-10000825,사무기기,복사기,"Brother Ink, Color",곽승예,False,705473.82,5,0.07,-15309.18
ID-2024-53084,7/23/2024,7/26/2024,빠른 배송,TH-21100,전병만,소비자,광산구,광주광역시,대한민국,OFF-PA-10003405,사무용품,종이,"Green Bar Memo Slips, Premium",곽승예,False,18326.34,2,0.47,-4195.26
ID-2024-53084,7/23/2024,7/26/2024,빠른 배송,TH-21100,전병만,소비자,광산구,광주광역시,대한민국,OFF-AR-10002036,사무용품,필기구,"Binney & Smith Pencil Sharpener, Fluorescent",곽승예,False,59575.446,3,0.27,13032.846
ID-2024-53084,7/23/2024,7/26/2024,빠른 배송,TH-21100,전병만,소비자,광산구,광주광역시,대한민국,FUR-TA-10002972,가구,탁자,"Barricks Computer Table, Fully Assembled",곽승예,False,259114.986,1,0.47,-97803.414
ID-2024-53084,7/23/2024,7/26/2024,빠른 배송,TH-21100,전병만,소비자,광산구,광주광역시,대한민국,FUR-CH-10001684,가구,의자,"Office Star Rocking Chair, Adjustable",곽승예,False,427102.56,4,0.27,-146341.44
ID-2024-53084,7/23/2024,7/26/2024,빠른 배송,TH-21100,전병만,소비자,광산구,광주광역시,대한민국,TEC-AC-10002255,사무기기,악세사리,"Memorex Keyboard, Erganomic",곽승예,False,112147.47,3,0.47,-19126.53
ID-2024-30495,8/6/2024,8/13/2024,표준 배송,CG-12520,소경애,소비자,해남군,전라남도,대한민국,OFF-ST-10004576,사무용품,수납용품,"Rogers File Cart, Single Width",곽승예,False,153130.356,2,0.47,-83836.044
IN-2024-50368,3/27/2024,4/2/2024,표준 배송,KA-16525,고정헌,소비자,하동군,경상남도,대한민국,OFF-LA-10000879,사무용품,라벨,"Hon File Folder Labels, Alphabetical",원유선,False,60404.4,7,0,27631.8
IN-2024-55548,6/7/2024,6/8/2024,특급 배송,PM-19135,강병훈,홈 오피스,구로구,서울특별시,대한민국,FUR-CH-10000026,가구,의자,"SAFCO Rocking Chair, Black",전소현,False,270259.2,2,0,10771.2
IN-2024-15529,9/26/2024,9/30/2024,표준 배송,RL-19615,차영리,소비자,양산시,경상남도,대한민국,TEC-PH-10003002,사무기기,전화기,"Cisco Smart Phone, Full Size",원유선,False,1328835.6,2,0,212608.8
IN-2024-15529,9/26/2024,9/30/2024,표준 배송,RL-19615,차영리,소비자,양산시,경상남도,대한민국,OFF-FA-10003415,사무용품,파스너,"Stockwell Push Pins, Bulk Pack",원유선,False,28519.2,2,0,6242.4
IN-2024-74231,9/21/2024,9/23/2024,특급 배송,KT-16465,윤규식,소비자,군포시,경기도,대한민국,FUR-FU-10000889,가구,가구류,"Rubbermaid Clock, Black",전소현,False,255816,5,0,86904
IN-2024-74231,9/21/2024,9/23/2024,특급 배송,KT-16465,윤규식,소비자,군포시,경기도,대한민국,FUR-CH-10003123,가구,의자,"Hon Chairmat, Black",전소현,False,162486,3,0,27540
IN-2024-74231,9/21/2024,9/23/2024,특급 배송,KT-16465,윤규식,소비자,군포시,경기도,대한민국,FUR-FU-10003414,가구,가구류,"Tenex Clock, Duo Pack",전소현,False,256581,5,0,100062
IN-2024-45902,3/22/2024,3/26/2024,표준 배송,NK-18490,이대중,홈 오피스,동대문구,서울특별시,대한민국,OFF-ST-10004226,사무용품,수납용품,"Fellowes File Cart, Blue",전소현,False,882354.06,7,0.1,352851.66
IN-2024-45902,3/22/2024,3/26/2024,표준 배송,NK-18490,이대중,홈 오피스,동대문구,서울특별시,대한민국,FUR-CH-10002091,가구,의자,"Harbour Creations Swivel Stool, Set of Two",전소현,False,837078.3,5,0.1,223089.3
IN-2024-12218,8/2/2024,8/7/2024,표준 배송,BO-11350,차태민,기업 고객,구로구,서울특별시,대한민국,FUR-CH-10000351,가구,의자,"Novimex Chairmat, Set of Two",전소현,False,179285.4,3,0,66279.6
IN-2024-53987,1/6/2024,1/12/2024,표준 배송,QJ-19255,나윤도,기업 고객,거제시,경상남도,대한민국,FUR-TA-10002699,가구,탁자,"Hon Round Table, Rectangular",원유선,False,1256999.04,3,0.2,109958.04
IN-2024-53987,1/6/2024,1/12/2024,표준 배송,QJ-19255,나윤도,기업 고객,거제시,경상남도,대한민국,FUR-CH-10003123,가구,의자,"Hon Chairmat, Black",원유선,False,270810,5,0,45900
IN-2024-53987,1/6/2024,1/12/2024,표준 배송,QJ-19255,나윤도,기업 고객,거제시,경상남도,대한민국,FUR-BO-10001708,가구,책장,"Safco Stackable Bookrack, Pine",원유선,False,772650,5,0,154530
IN-2024-67966,1/11/2024,1/14/2024,특급 배송,PG-18820,반미애,소비자,공주시,충청남도,대한민국,TEC-CO-10002674,사무기기,복사기,"Sharp Fax and Copier, High-Speed",신한결,False,1531224,9,0,91708.2
IN-2024-67966,1/11/2024,1/14/2024,특급 배송,PG-18820,반미애,소비자,공주시,충청남도,대한민국,OFF-AR-10002109,사무용품,필기구,"Binney & Smith Sketch Pad, Fluorescent",신한결,False,145594.8,3,0,40759.2
IN-2024-67966,1/11/2024,1/14/2024,특급 배송,PG-18820,반미애,소비자,공주시,충청남도,대한민국,OFF-AR-10004218,사무용품,필기구,"Sanford Pencil Sharpener, Water Color",신한결,False,29590.2,1,0,6211.8
IN-2024-67966,1/11/2024,1/14/2024,특급 배송,PG-18820,반미애,소비자,공주시,충청남도,대한민국,OFF-PA-10000579,사무용품,종이,"Xerox Computer Printout Paper, Recycled",신한결,False,267750,10,0,93636
IN-2024-67364,12/26/2024,12/30/2024,표준 배송,DK-13090,노진헌,소비자,수영구,부산광역시,대한민국,FUR-FU-10003214,가구,가구류,"Eldon Stacking Tray, Durable",원유선,False,87301.8,4,0.25,2233.8
IN-2024-67364,12/26/2024,12/30/2024,표준 배송,DK-13090,노진헌,소비자,수영구,부산광역시,대한민국,TEC-CO-10002380,사무기기,복사기,"Canon Fax and Copier, High-Speed",원유선,False,251330.04,2,0.35,-104425.56
IN-2024-41051,8/22/2024,8/26/2024,표준 배송,EM-14200,송석준,홈 오피스,영도구,부산광역시,대한민국,TEC-PH-10004402,사무기기,전화기,"Cisco Headset, with Caller ID",원유선,False,180417.6,2,0,75765.6
IN-2024-37810,9/1/2024,9/7/2024,표준 배송,MG-18205,송승환,기업 고객,횡성군,강원도,대한민국,OFF-FA-10002635,사무용품,파스너,"Accos Thumb Tacks, Metal",허진성,False,28152,2,0,6426
IN-2024-37810,9/1/2024,9/7/2024,표준 배송,MG-18205,송승환,기업 고객,횡성군,강원도,대한민국,OFF-PA-10004444,사무용품,종이,"SanDisk Note Cards, Premium",허진성,False,159273,5,0,42993
ID-2024-48555,6/21/2024,6/26/2024,빠른 배송,DL-12865,류주호,소비자,사하구,부산광역시,대한민국,OFF-LA-10004877,사무용품,라벨,"Avery File Folder Labels, Laser Printer Compatible",원유선,False,15348.96,3,0.45,-1175.04
ID-2024-48555,6/21/2024,6/26/2024,빠른 배송,DL-12865,류주호,소비자,사하구,부산광역시,대한민국,OFF-LA-10002107,사무용품,라벨,"Harbour Creations Removable Labels, Laser Printer Compatible",원유선,False,17116.11,3,0.45,-4089.69
ID-2024-75008,12/15/2024,12/20/2024,표준 배송,RR-19525,구다현,기업 고객,고성군,강원도,대한민국,TEC-CO-10003353,사무기기,복사기,"HP Personal Copier, High-Speed",허진성,False,649686.96,8,0.35,-340039.44
ID-2024-24412,11/17/2024,11/22/2024,표준 배송,AH-10030,권효민,기업 고객,전주시,전라북도,대한민국,FUR-CH-10004009,가구,의자,"SAFCO Rocking Chair, Set of Two",곽승예,False,209854.8,2,0.25,-5630.4
ID-2024-24412,11/17/2024,11/22/2024,표준 배송,AH-10030,권효민,기업 고객,전주시,전라북도,대한민국,OFF-LA-10001185,사무용품,라벨,"Harbour Creations Round Labels, 5000 Label Set",곽승예,False,8011.08,2,0.45,-618.12
ID-2024-24412,11/17/2024,11/22/2024,표준 배송,AH-10030,권효민,기업 고객,전주시,전라북도,대한민국,TEC-CO-10001531,사무기기,복사기,"Hewlett Fax and Copier, Color",곽승예,False,386482.59,3,0.35,71333.19
IN-2024-30229,5/22/2024,5/26/2024,표준 배송,MS-17365,손승우,소비자,영천시,경상북도,대한민국,OFF-AR-10001043,사무용품,필기구,"BIC Pens, Blue",원유선,False,52436.16,4,0.1,9228.96
IN-2024-11063,7/28/2024,8/2/2024,빠른 배송,BO-11350,차태민,기업 고객,구로구,서울특별시,대한민국,TEC-PH-10004261,사무기기,전화기,"Nokia Signal Booster, Full Size",전소현,False,252982.44,2,0.1,50594.04
IN-2024-11063,7/28/2024,8/2/2024,빠른 배송,BO-11350,차태민,기업 고객,구로구,서울특별시,대한민국,OFF-PA-10002477,사무용품,종이,"Enermax Message Books, Multicolor",전소현,False,43898.76,2,0.1,18990.36
IN-2024-48128,11/21/2024,11/25/2024,표준 배송,EH-13945,임문도,소비자,창녕군,경상남도,대한민국,FUR-BO-10001641,가구,책장,"Bush 3-Shelf Cabinet, Traditional",원유선,False,136000.782,1,0.07,40926.582
IN-2024-43095,9/17/2024,9/23/2024,표준 배송,AH-10120,나미선,홈 오피스,의성군,경상북도,대한민국,OFF-ST-10000078,사무용품,수납용품,"Eldon Trays, Single Width",원유선,False,342720,7,0,23990.4
IN-2024-74203,8/15/2024,8/17/2024,특급 배송,DV-13045,윤승혁,기업 고객,강진군,전라남도,대한민국,TEC-PH-10003927,사무기기,전화기,"Nokia Audio Dock, with Caller ID",곽승예,False,340149.6,2,0,129254.4
ID-2024-58845,4/27/2024,4/27/2024,당일 배송,ML-17410,우태희,소비자,수성구,대구광역시,대한민국,OFF-ST-10003017,사무용품,수납용품,"Tenex Box, Industrial",원유선,False,34639.2,2,0,5140.8
IN-2024-22648,5/15/2024,5/21/2024,표준 배송,SF-20065,이유경,소비자,청주시,충청북도,대한민국,OFF-FA-10003962,사무용품,파스너,"Accos Thumb Tacks, Assorted Sizes",신한결,False,11352.6,1,0,765
IN-2024-22648,5/15/2024,5/21/2024,표준 배송,SF-20065,이유경,소비자,청주시,충청북도,대한민국,OFF-ST-10000327,사무용품,수납용품,"Smead Folders, Wire Frame",신한결,False,33782.4,2,0,4712.4
IN-2024-22648,5/15/2024,5/21/2024,표준 배송,SF-20065,이유경,소비자,청주시,충청북도,대한민국,OFF-ST-10001719,사무용품,수납용품,"Tenex Trays, Industrial",신한결,False,111567.6,2,0,3304.8
IN-2024-55135,8/14/2024,8/19/2024,표준 배송,MS-17830,허진태,소비자,부산진구,부산광역시,대한민국,OFF-EN-10004941,사무용품,봉투,"GlobeWeis Manila Envelope, Recycled",원유선,True,26713.8,1,0,7191
IN-2024-55135,8/14/2024,8/19/2024,표준 배송,MS-17830,허진태,소비자,부산진구,부산광역시,대한민국,OFF-EN-10000645,사무용품,봉투,"Ames Mailers, Recycled",원유선,True,176715,5,0,45900
IN-2024-21535,11/27/2024,12/3/2024,표준 배송,LS-17230,김민경,소비자,중구,울산광역시,대한민국,OFF-AR-10004656,사무용품,필기구,"Boston Sketch Pad, Easy-Erase",원유선,False,99694.8,2,0,21909.6
IN-2024-21535,11/27/2024,12/3/2024,표준 배송,LS-17230,김민경,소비자,중구,울산광역시,대한민국,FUR-FU-10000735,가구,가구류,"Tenex Frame, Erganomic",원유선,False,332316,3,0,49847.4
IN-2024-21535,11/27/2024,12/3/2024,표준 배송,LS-17230,김민경,소비자,중구,울산광역시,대한민국,OFF-FA-10002636,사무용품,파스너,"Accos Staples, 12 Pack",원유선,False,31762.8,3,0,2478.6
ID-2024-59300,11/5/2024,11/10/2024,표준 배송,KH-16330,서주철,기업 고객,북구,울산광역시,대한민국,OFF-FA-10003980,사무용품,파스너,"OIC Paper Clips, Metal",원유선,False,15731.46,2,0.47,-11624.94
IN-2024-13387,10/25/2024,10/26/2024,특급 배송,AG-10525,조성길,기업 고객,강북구,서울특별시,대한민국,OFF-PA-10003686,사무용품,종이,"SanDisk Message Books, Multicolor",전소현,False,77203.8,3,0,2295
IN-2024-42787,7/10/2024,7/14/2024,표준 배송,SS-20140,서수빈,기업 고객,금정구,부산광역시,대한민국,OFF-PA-10003784,사무용품,종이,"Eaton Note Cards, Premium",원유선,False,47392.668,2,0.17,18812.268
IN-2024-41534,9/7/2024,9/12/2024,표준 배송,RD-19930,한의정,소비자,제천시,충청북도,대한민국,OFF-BI-10000561,사무용품,바인더,"Acco Binding Machine, Durable",신한결,False,107283.6,2,0,45043.2
IN-2024-41534,9/7/2024,9/12/2024,표준 배송,RD-19930,한의정,소비자,제천시,충청북도,대한민국,FUR-CH-10003512,가구,의자,"Novimex Bag Chairs, Set of Two",신한결,False,295045.2,6,0,97308
IN-2024-41534,9/7/2024,9/12/2024,표준 배송,RD-19930,한의정,소비자,제천시,충청북도,대한민국,OFF-ST-10000287,사무용품,수납용품,"Rogers Box, Blue",신한결,False,48898.8,2,0,14137.2
IN-2024-41534,9/7/2024,9/12/2024,표준 배송,RD-19930,한의정,소비자,제천시,충청북도,대한민국,OFF-SU-10000062,사무용품,일반 사무용품,"Stiletto Scissors, High Speed",신한결,False,144493.2,6,0,2754
IN-2024-41534,9/7/2024,9/12/2024,표준 배송,RD-19930,한의정,소비자,제천시,충청북도,대한민국,OFF-SU-10002543,사무용품,일반 사무용품,"Stiletto Scissors, Easy Grip",신한결,False,77203.8,3,0,4590
IN-2024-41534,9/7/2024,9/12/2024,표준 배송,RD-19930,한의정,소비자,제천시,충청북도,대한민국,OFF-SU-10001407,사무용품,일반 사무용품,"Fiskars Trimmer, Easy Grip",신한결,False,179193.6,4,0,41126.4
ID-2024-12309,7/30/2024,8/4/2024,표준 배송,CS-12175,이한울,기업 고객,광명시,경기도,대한민국,OFF-AR-10002060,사무용품,필기구,"Stanley Pens, Fluorescent",전소현,False,16842.852,2,0.27,-2129.148
ID-2024-12309,7/30/2024,8/4/2024,표준 배송,CS-12175,이한울,기업 고객,광명시,경기도,대한민국,TEC-AC-10001907,사무기기,악세사리,"SanDisk Flash Drive, Bluetooth",전소현,False,85501.296,4,0.47,-3238.704
IN-2024-76275,9/19/2024,9/23/2024,표준 배송,JR-16210,박현철,기업 고객,의정부시,경기도,대한민국,OFF-PA-10001720,사무용품,종이,"Xerox Parchment Paper, Multicolor",전소현,False,26934.12,2,0.1,8329.32
IN-2024-76275,9/19/2024,9/23/2024,표준 배송,JR-16210,박현철,기업 고객,의정부시,경기도,대한민국,OFF-ST-10003319,사무용품,수납용품,"Rogers Box, Wire Frame",전소현,False,42301.44,2,0.1,10293.84
ID-2024-57585,8/7/2024,8/13/2024,표준 배송,DC-12850,손한나,소비자,가평군,경기도,대한민국,FUR-BO-10001822,가구,책장,"Dania Library with Doors, Metal",전소현,False,664374.96,2,0.1,-51726.24
IN-2024-10174,1/17/2024,1/20/2024,특급 배송,RA-19915,송가람,소비자,부산진구,부산광역시,대한민국,FUR-CH-10004387,가구,의자,"Office Star Bag Chairs, Red",원유선,False,226195.2,4,0,33904.8
IN-2024-10174,1/17/2024,1/20/2024,특급 배송,RA-19915,송가람,소비자,부산진구,부산광역시,대한민국,FUR-CH-10001664,가구,의자,"Novimex Swivel Stool, Black",원유선,False,330541.2,2,0,72705.6
IN-2024-40050,6/8/2024,6/10/2024,특급 배송,AS-10225,윤소율,기업 고객,영월군,강원도,대한민국,OFF-SU-10001869,사무용품,일반 사무용품,"Stiletto Scissors, Steel",허진성,False,70410.6,3,0,1377
IN-2024-40050,6/8/2024,6/10/2024,특급 배송,AS-10225,윤소율,기업 고객,영월군,강원도,대한민국,FUR-CH-10003232,가구,의자,"Harbour Creations Executive Leather Armchair, Adjustable",허진성,False,3364225.2,7,0,1076355
IN-2024-71592,8/25/2024,8/27/2024,빠른 배송,NM-18445,조우철,홈 오피스,수영구,부산광역시,대한민국,OFF-AR-10001862,사무용품,필기구,"Boston Pens, Water Color",원유선,False,17748,1,0,8323.2
IN-2024-78970,12/24/2024,12/30/2024,표준 배송,DK-13375,송도희,소비자,양주시,경기도,대한민국,TEC-AC-10000896,사무기기,악세사리,"Belkin Numeric Keypad, Erganomic",전소현,False,60435,1,0,10251
IN-2024-78970,12/24/2024,12/30/2024,표준 배송,DK-13375,송도희,소비자,양주시,경기도,대한민국,FUR-CH-10004387,가구,의자,"Office Star Bag Chairs, Red",전소현,False,508939.2,9,0,76285.8
IN-2024-78970,12/24/2024,12/30/2024,표준 배송,DK-13375,송도희,소비자,양주시,경기도,대한민국,OFF-PA-10003938,사무용품,종이,"Eaton Cards & Envelopes, Premium",전소현,False,460836,10,0,101286
IN-2024-78970,12/24/2024,12/30/2024,표준 배송,DK-13375,송도희,소비자,양주시,경기도,대한민국,OFF-PA-10003252,사무용품,종이,"Xerox Note Cards, 8.5 x 11",전소현,False,248961.6,8,0,0
ID-2024-53833,11/2/2024,11/6/2024,표준 배송,JE-15715,현하리,소비자,노원구,서울특별시,대한민국,TEC-AC-10001616,사무기기,악세사리,"SanDisk Numeric Keypad, Erganomic",전소현,False,678447.9,13,0.1,-198.9
ID-2024-53833,11/2/2024,11/6/2024,표준 배송,JE-15715,현하리,소비자,노원구,서울특별시,대한민국,OFF-SU-10001618,사무용품,일반 사무용품,"Kleencut Letter Opener, Easy Grip",전소현,False,78984.72,3,0.1,22803.12
ID-2024-53833,11/2/2024,11/6/2024,표준 배송,JE-15715,현하리,소비자,노원구,서울특별시,대한민국,TEC-PH-10003556,사무기기,전화기,"Samsung Speaker Phone, VoIP",전소현,False,905735.52,8,0.1,251385.12
ID-2024-53833,11/2/2024,11/6/2024,표준 배송,JE-15715,현하리,소비자,노원구,서울특별시,대한민국,OFF-FA-10000027,사무용품,파스너,"Stockwell Rubber Bands, Bulk Pack",전소현,False,44449.56,3,0.1,18745.56
ID-2024-53833,11/2/2024,11/6/2024,표준 배송,JE-15715,현하리,소비자,노원구,서울특별시,대한민국,OFF-EN-10002464,사무용품,봉투,"Cameo Peel and Seal, Security-Tint",전소현,False,42962.4,2,0.1,4284
IN-2024-46854,9/15/2024,9/19/2024,표준 배송,AH-10075,차정혁,기업 고객,동구,부산광역시,대한민국,TEC-PH-10001321,사무기기,전화기,"Cisco Speaker Phone, Full Size",원유선,False,712827,5,0,149634
IN-2024-25798,8/27/2024,8/31/2024,빠른 배송,BW-11110,노희도,기업 고객,공주시,충청남도,대한민국,OFF-EN-10003838,사무용품,봉투,"Cameo Peel and Seal, with clear poly window",신한결,False,50061.6,2,0,14504.4
IN-2024-25798,8/27/2024,8/31/2024,빠른 배송,BW-11110,노희도,기업 고객,공주시,충청남도,대한민국,OFF-BI-10004589,사무용품,바인더,"Avery Binding Machine, Economy",신한결,False,99633.6,2,0,13892.4
IN-2024-25798,8/27/2024,8/31/2024,빠른 배송,BW-11110,노희도,기업 고객,공주시,충청남도,대한민국,TEC-PH-10001428,사무기기,전화기,"Motorola Headset, VoIP",신한결,False,162853.2,2,0,21114
IN-2024-51138,9/28/2024,10/3/2024,표준 배송,LS-17200,최승준,기업 고객,전주시,전라북도,대한민국,TEC-MA-10003314,사무기기,전산기기,"Epson Phone, White",곽승예,False,425079.9,7,0.25,101852.1
IN-2024-23908,9/14/2024,9/20/2024,표준 배송,KS-16300,권주철,기업 고객,도봉구,서울특별시,대한민국,OFF-BI-10002329,사무용품,바인더,"Avery 3-Hole Punch, Durable",전소현,False,89872.2,3,0,44890.2
IN-2024-33400,6/9/2024,6/14/2024,표준 배송,TB-21625,남은준,소비자,의정부시,경기도,대한민국,FUR-TA-10000222,가구,탁자,"Bevis Training Table, Adjustable Height",전소현,False,1203696.9,5,0.3,154728.9
IN-2024-33785,6/6/2024,6/12/2024,표준 배송,BT-11680,장재찬,소비자,동구,울산광역시,대한민국,FUR-BO-10001326,가구,책장,"Bush 3-Shelf Cabinet, Pine",원유선,False,147614.4,1,0,25092
IN-2024-33785,6/6/2024,6/12/2024,표준 배송,BT-11680,장재찬,소비자,동구,울산광역시,대한민국,FUR-BO-10000195,가구,책장,"Dania Stackable Bookrack, Pine",원유선,False,253184.4,2,0,98715.6
IN-2024-60812,6/11/2024,6/13/2024,특급 배송,RO-19780,나현지,소비자,송파구,서울특별시,대한민국,OFF-LA-10001803,사무용품,라벨,"Avery Legal Exhibit Labels, Adjustable",전소현,False,16964.64,2,0.1,563.04
