order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,city,state,country,product_id,category,sub_category,product_name,manager,returned,sales,quantity,discount,profit
ID-2024-65838,2024-04-13,2024-04-16,Second Class,EJ-13720,박강혜,Consumer,서귀포시,제주특별자치도,대한민국,OFF-AR-10003875,Office Supplies,Art,"Stanley Highlighters, Easy-Erase",곽승예,False,27484.92,3,0.4,-14743.08
ID-2024-65838,2024-04-13,2024-04-16,Second Class,EJ-13720,박강혜,Consumer,서귀포시,제주특별자치도,대한민국,OFF-BI-10001399,Office Supplies,Binders,"Avery Binder Covers, Clear",곽승예,False,6444.36,1,0.4,-2490.84
ID-2024-65838,2024-04-13,2024-04-16,Second Class,EJ-13720,박강혜,Consumer,서귀포시,제주특별자치도,대한민국,TEC-AC-10003217,Technology,Accessories,"Enermax Keyboard, USB",곽승예,False,102412.08,2,0.4,-25618.32
IN-2024-78480,2024-03-13,2024-03-17,Second Class,CV-12295,장홍빈,Consumer,안양시,경기도,대한민국,OFF-PA-10003455,Office Supplies,Paper,"Green Bar Memo Slips, Recycled",전소현,False,30954.96,2,0.1,7515.36
ID-2024-73475,2024-06-19,2024-06-22,First Class,BP-11050,최정미,Corporate,울릉군,경상북도,대한민국,OFF-LA-10002364,Office Supplies,Labels,"Smead Shipping Labels, Alphabetical",원유선,False,17487.9,3,0.5,-7389.9
IN-2024-11301,2024-05-20,2024-05-24,Standard Class,PO-18850,한다인,Consumer,김제시,전라북도,대한민국,TEC-PH-10001917,Technology,Phones,"Apple Signal Booster, Cordless",곽승예,False,426870.0,3,0.0,34149.6
IN-2024-11301,2024-05-20,2024-05-24,Standard Class,PO-18850,한다인,Consumer,김제시,전라북도,대한민국,OFF-AR-10002109,Office Supplies,Art,"Binney & Smith Sketch Pad, Fluorescent",곽승예,False,194126.4,4,0.0,54345.6
ID-2024-69037,2024-05-30,2024-06-03,Second Class,GB-14575,송지만,Consumer,의성군,경상북도,대한민국,OFF-LA-10003848,Office Supplies,Labels,"Avery File Folder Labels, 5000 Label Set",원유선,False,9700.2,2,0.5,-8782.2
IN-2024-37929,2024-09-21,2024-09-23,Second Class,BW-11110,노희도,Corporate,공주시,충청남도,대한민국,OFF-PA-10000579,Office Supplies,Paper,"Xerox Computer Printout Paper, Recycled",신한결,False,48195.0,2,0.1,13372.2
IN-2024-37929,2024-09-21,2024-09-23,Second Class,BW-11110,노희도,Corporate,공주시,충청남도,대한민국,OFF-EN-10002924,Office Supplies,Envelopes,"GlobeWeis Interoffice Envelope, Security-Tint",신한결,False,368815.68,8,0.1,-16499.52
IN-2024-37929,2024-09-21,2024-09-23,Second Class,BW-11110,노희도,Corporate,공주시,충청남도,대한민국,OFF-ST-10003154,Office Supplies,Storage,"Fellowes Shelving, Industrial",신한결,False,214151.04,4,0.1,11823.84
IN-2024-37929,2024-09-21,2024-09-23,Second Class,BW-11110,노희도,Corporate,공주시,충청남도,대한민국,OFF-EN-10001029,Office Supplies,Envelopes,"Cameo Business Envelopes, Recycled",신한결,False,88816.5,5,0.1,-8950.5
IN-2024-37929,2024-09-21,2024-09-23,Second Class,BW-11110,노희도,Corporate,공주시,충청남도,대한민국,OFF-AR-10003046,Office Supplies,Art,"Sanford Sketch Pad, Fluorescent",신한결,False,85814.64,2,0.1,19045.44
ID-2024-74875,2024-02-13,2024-02-20,Standard Class,CA-12310,정성준,Corporate,연제구,부산광역시,대한민국,OFF-PA-10004185,Office Supplies,Paper,"SanDisk Message Books, Recycled",원유선,True,12828.438,1,0.47,-4123.962
IN-2024-77353,2024-10-31,2024-11-03,Second Class,DJ-13510,임유찬,Corporate,화성시,경기도,대한민국,TEC-AC-10001500,Technology,Accessories,"Logitech Memory Card, Erganomic",전소현,False,516069.0,5,0.0,30906.0
IN-2024-28094,2024-06-19,2024-06-23,Standard Class,AC-10615,전두환,Corporate,사상구,부산광역시,대한민국,OFF-AR-10002260,Office Supplies,Art,"Boston Pens, Blue",원유선,False,29008.8,2,0.0,0.0
IN-2024-28094,2024-06-19,2024-06-23,Standard Class,AC-10615,전두환,Corporate,사상구,부산광역시,대한민국,OFF-BI-10004483,Office Supplies,Binders,"Ibico Index Tab, Clear",원유선,False,17074.8,2,0.0,673.2
IN-2024-56885,2024-05-21,2024-05-27,Standard Class,RC-19960,강하리,Consumer,울릉군,경상북도,대한민국,OFF-ST-10003017,Office Supplies,Storage,"Tenex Box, Industrial",원유선,False,31175.28,2,0.1,1676.88
IN-2024-19736,2024-08-16,2024-08-18,Second Class,SZ-20035,백혜슬,Home Office,동래구,부산광역시,대한민국,OFF-ST-10002967,Office Supplies,Storage,"Rogers Folders, Blue",원유선,False,120519.63,7,0.45,8707.23
IN-2024-19736,2024-08-16,2024-08-18,Second Class,SZ-20035,백혜슬,Home Office,동래구,부산광역시,대한민국,OFF-EN-10003632,Office Supplies,Envelopes,"Jiffy Mailers, Recycled",원유선,False,100895.85,5,0.45,-55164.15
IN-2024-47393,2024-09-12,2024-09-15,First Class,MH-17455,진치훈,Consumer,전주시,전라북도,대한민국,TEC-PH-10001884,Technology,Phones,"Nokia Office Telephone, Full Size",곽승예,False,677484.0,10,0.0,26928.0
IN-2024-47393,2024-09-12,2024-09-15,First Class,MH-17455,진치훈,Consumer,전주시,전라북도,대한민국,FUR-FU-10002459,Furniture,Furnishings,"Rubbermaid Door Stop, Duo Pack",곽승예,False,134211.6,3,0.0,16065.0
IN-2024-62898,2024-05-08,2024-05-10,Second Class,RA-19945,나희라,Consumer,청양군,충청남도,대한민국,TEC-AC-10004016,Technology,Accessories,"Memorex Flash Drive, Programmable",신한결,False,85098.6,3,0.1,13219.2
IN-2024-62898,2024-05-08,2024-05-10,Second Class,RA-19945,나희라,Consumer,청양군,충청남도,대한민국,OFF-FA-10001082,Office Supplies,Fasteners,"OIC Staples, Assorted Sizes",신한결,False,72622.98,9,0.1,-6692.22
IN-2024-25560,2024-07-26,2024-07-29,First Class,GH-14425,권은설,Consumer,중구,서울특별시,대한민국,FUR-BO-10000035,Furniture,Bookcases,"Dania Classic Bookcase, Pine",전소현,False,1261056.6,3,0.0,529594.2
IN-2024-25560,2024-07-26,2024-07-29,First Class,GH-14425,권은설,Consumer,중구,서울특별시,대한민국,OFF-SU-10000496,Office Supplies,Supplies,"Fiskars Scissors, Steel",전소현,False,115056.0,5,0.0,39015.0
IN-2024-25112,2024-07-14,2024-07-16,First Class,Co-12640,소연우,Consumer,가평군,경기도,대한민국,FUR-CH-10003950,Furniture,Chairs,"Novimex Executive Leather Armchair, Black",전소현,True,467109.0,1,0.0,13984.2
IN-2024-25112,2024-07-14,2024-07-16,First Class,Co-12640,소연우,Consumer,가평군,경기도,대한민국,FUR-BO-10002819,Furniture,Bookcases,"Ikea Stackable Bookrack, Traditional",전소현,True,625158.0,5,0.0,181152.0
IN-2024-25112,2024-07-14,2024-07-16,First Class,Co-12640,소연우,Consumer,가평군,경기도,대한민국,OFF-FA-10002617,Office Supplies,Fasteners,"Advantus Clamps, Assorted Sizes",전소현,True,17074.8,1,0.0,2019.6
IN-2024-25112,2024-07-14,2024-07-16,First Class,Co-12640,소연우,Consumer,가평군,경기도,대한민국,OFF-BI-10003367,Office Supplies,Binders,"Wilson Jones Binder, Recycled",전소현,True,13647.6,1,0.0,5997.6
ID-2024-65852,2024-10-09,2024-10-15,Standard Class,CK-12325,명연아,Home Office,진천군,충청북도,대한민국,FUR-BO-10001212,Furniture,Bookcases,"Safco Classic Bookcase, Mobile",신한결,False,566349.084,2,0.37,-233779.716
ID-2024-52139,2024-06-08,2024-06-11,Second Class,SC-20050,차진미,Home Office,서초구,서울특별시,대한민국,OFF-BI-10002632,Office Supplies,Binders,"Acco Binding Machine, Recycled",전소현,False,52479.0,2,0.5,-24143.4
ID-2024-22459,2024-10-03,2024-10-08,Standard Class,EM-14095,한선주,Corporate,가평군,경기도,대한민국,FUR-CH-10002944,Furniture,Chairs,"Office Star Steel Folding Chair, Black",전소현,False,54639.36,1,0.4,-30979.44
ID-2024-22459,2024-10-03,2024-10-08,Standard Class,EM-14095,한선주,Corporate,가평군,경기도,대한민국,OFF-BI-10003588,Office Supplies,Binders,"Ibico Binder, Economy",전소현,False,18947.52,2,0.4,-4736.88
ID-2024-22459,2024-10-03,2024-10-08,Standard Class,EM-14095,한선주,Corporate,가평군,경기도,대한민국,OFF-AP-10000691,Office Supplies,Appliances,"Cuisinart Refrigerator, Red",전소현,False,607201.92,2,0.4,-131604.48
ID-2024-22459,2024-10-03,2024-10-08,Standard Class,EM-14095,한선주,Corporate,가평군,경기도,대한민국,FUR-CH-10000608,Furniture,Chairs,"Office Star Chairmat, Set of Two",전소현,False,208294.2,5,0.4,-10495.8
ID-2024-22459,2024-10-03,2024-10-08,Standard Class,EM-14095,한선주,Corporate,가평군,경기도,대한민국,OFF-ST-10001719,Office Supplies,Storage,"Tenex Trays, Industrial",전소현,False,66940.56,2,0.4,-41322.24
IN-2024-49423,2024-05-11,2024-05-16,Standard Class,DA-13450,박호석,Home Office,중구,인천광역시,대한민국,OFF-BI-10002335,Office Supplies,Binders,"Avery Binder Covers, Durable",전소현,False,12821.4,1,0.0,244.8
IN-2024-53861,2024-06-26,2024-06-30,Standard Class,SP-20620,황은설,Corporate,해남군,전라남도,대한민국,OFF-FA-10001057,Office Supplies,Fasteners,"Accos Clamps, Assorted Sizes",곽승예,False,68666.4,4,0.0,11628.0
ID-2024-18903,2024-05-25,2024-05-28,Second Class,DO-13645,하동수,Consumer,하동군,경상남도,대한민국,OFF-FA-10004606,Office Supplies,Fasteners,"Stockwell Staples, 12 Pack",원유선,False,18782.28,2,0.1,-1046.52
ID-2024-60329,2024-05-03,2024-05-07,Standard Class,TZ-21580,차순자,Consumer,여수시,전라남도,대한민국,TEC-PH-10001428,Technology,Phones,"Motorola Headset, VoIP",곽승예,False,135168.156,2,0.17,-6571.044
IN-2024-22886,2024-11-20,2024-11-26,Standard Class,BB-10990,김유인,Corporate,진도군,전라남도,대한민국,FUR-FU-10001477,Furniture,Furnishings,"Deflect-O Frame, Erganomic",곽승예,False,664999.2,6,0.0,112914.0
IN-2024-28297,2024-05-25,2024-05-31,Standard Class,BO-11350,차태민,Corporate,구로구,서울특별시,대한민국,TEC-CO-10000208,Technology,Copiers,"Brother Wireless Fax, Color",전소현,False,1163565.0,3,0.0,0.0
IN-2024-28297,2024-05-25,2024-05-31,Standard Class,BO-11350,차태민,Corporate,구로구,서울특별시,대한민국,OFF-BI-10004483,Office Supplies,Binders,"Ibico Index Tab, Clear",전소현,False,34149.6,4,0.0,1346.4
IN-2024-28297,2024-05-25,2024-05-31,Standard Class,BO-11350,차태민,Corporate,구로구,서울특별시,대한민국,OFF-PA-10004613,Office Supplies,Paper,"Green Bar Note Cards, Premium",전소현,False,425401.2,14,0.0,46695.6
IN-2024-11721,2024-04-23,2024-04-27,Standard Class,BG-11740,서규헌,Consumer,광명시,경기도,대한민국,OFF-BI-10001096,Office Supplies,Binders,"Ibico Binder Covers, Durable",전소현,False,30906.0,2,0.0,10771.2
IN-2024-70990,2024-08-25,2024-08-28,First Class,TS-21205,손지원,Corporate,진천군,충청북도,대한민국,OFF-SU-10003559,Office Supplies,Supplies,"Kleencut Ruler, Steel",신한결,True,66096.0,5,0.0,13770.0
IN-2024-76177,2024-12-28,2024-12-28,Same Day,CL-12565,허준학,Consumer,칠곡군,경상북도,대한민국,OFF-AR-10001232,Office Supplies,Art,"Sanford Canvas, Fluorescent",원유선,False,158446.8,3,0.0,49113.0
IN-2024-59951,2024-06-29,2024-06-30,First Class,ME-18010,조익현,Corporate,보령시,충청남도,대한민국,OFF-EN-10000776,Office Supplies,Envelopes,"Jiffy Peel and Seal, Set of 50",신한결,False,61230.6,3,0.0,29376.0
ID-2024-68022,2024-09-09,2024-09-10,First Class,SP-20650,김지혜,Corporate,안양시,경기도,대한민국,OFF-SU-10003789,Office Supplies,Supplies,"Fiskars Box Cutter, Steel",전소현,False,75511.008,4,0.47,-10046.592
IN-2024-42731,2024-12-31,2025-01-04,Standard Class,DG-13300,손영호,Corporate,청주시,충청북도,대한민국,TEC-MA-10002340,Technology,Machines,"Konica Receipt Printer, White",신한결,False,615366.0,5,0.0,209151.0
IN-2024-17188,2024-06-25,2024-06-30,Standard Class,TD-20995,박정자,Consumer,나주시,전라남도,대한민국,OFF-BI-10004651,Office Supplies,Binders,"Cardinal Binding Machine, Clear",곽승예,False,45193.14,1,0.1,18050.94
IN-2024-17188,2024-06-25,2024-06-30,Standard Class,TD-20995,박정자,Consumer,나주시,전라남도,대한민국,TEC-CO-10003353,Technology,Copiers,"HP Personal Copier, High-Speed",곽승예,False,449783.28,4,0.1,-45079.92
ID-2024-24958,2024-05-29,2024-06-04,Standard Class,ML-17755,반윤형,Home Office,종로구,서울특별시,대한민국,FUR-TA-10001633,Furniture,Tables,"Bevis Wood Table, with Bottom Storage",전소현,False,761995.08,2,0.3,-239542.92
IN-2024-12757,2024-06-08,2024-06-10,Second Class,PS-18760,한성주,Consumer,남구,광주광역시,대한민국,OFF-AP-10002186,Office Supplies,Appliances,"KitchenAid Toaster, Red",곽승예,False,435132.0,5,0.0,34731.0
IN-2024-78389,2024-01-06,2024-01-09,First Class,JK-15205,노승만,Consumer,서천군,충청남도,대한민국,OFF-SU-10000175,Office Supplies,Supplies,"Elite Scissors, Easy Grip",신한결,False,65277.45,5,0.47,-35855.55
IN-2024-35017,2024-06-08,2024-06-10,Second Class,SR-20740,신은정,Home Office,강북구,서울특별시,대한민국,OFF-EN-10004418,Office Supplies,Envelopes,"GlobeWeis Clasp Envelope, Recycled",전소현,False,44370.0,5,0.0,6120.0
IN-2024-43151,2024-09-18,2024-09-21,Second Class,SU-20665,고소연,Home Office,연수구,인천광역시,대한민국,OFF-FA-10003893,Office Supplies,Fasteners,"OIC Paper Clips, 12 Pack",전소현,False,14137.2,1,0.0,2386.8
IN-2024-43151,2024-09-18,2024-09-21,Second Class,SU-20665,고소연,Home Office,연수구,인천광역시,대한민국,TEC-AC-10002324,Technology,Accessories,"Enermax Numeric Keypad, Bluetooth",전소현,False,116953.2,2,0.0,4651.2
IN-2024-42311,2024-02-28,2024-03-01,First Class,MH-17785,최춘화,Corporate,동구,대전광역시,대한민국,OFF-PA-10004475,Office Supplies,Paper,"Xerox Computer Printout Paper, 8.5 x 11",신한결,False,62179.2,2,0.0,16768.8
IN-2024-42311,2024-02-28,2024-03-01,First Class,MH-17785,최춘화,Corporate,동구,대전광역시,대한민국,TEC-AC-10001022,Technology,Accessories,"SanDisk Flash Drive, USB",신한결,False,81090.0,2,0.0,16218.0
IN-2024-42311,2024-02-28,2024-03-01,First Class,MH-17785,최춘화,Corporate,동구,대전광역시,대한민국,OFF-AR-10001529,Office Supplies,Art,"Sanford Pens, Fluorescent",신한결,False,50428.8,4,0.0,14565.6
IN-2024-42311,2024-02-28,2024-03-01,First Class,MH-17785,최춘화,Corporate,동구,대전광역시,대한민국,OFF-AR-10000027,Office Supplies,Art,"Boston Pencil Sharpener, Easy-Erase",신한결,False,123256.8,4,0.0,54223.2
IN-2024-42311,2024-02-28,2024-03-01,First Class,MH-17785,최춘화,Corporate,동구,대전광역시,대한민국,FUR-FU-10001942,Furniture,Furnishings,"Eldon Frame, Duo Pack",신한결,False,237272.4,2,0.0,71175.6
IN-2024-42311,2024-02-28,2024-03-01,First Class,MH-17785,최춘화,Corporate,동구,대전광역시,대한민국,FUR-BO-10000980,Furniture,Bookcases,"Bush Library with Doors, Traditional",신한결,False,371606.4,1,0.0,133752.6
IN-2024-42311,2024-02-28,2024-03-01,First Class,MH-17785,최춘화,Corporate,동구,대전광역시,대한민국,FUR-CH-10002631,Furniture,Chairs,"Office Star Bag Chairs, Black",신한결,False,108140.4,2,0.0,9730.8
IN-2024-42311,2024-02-28,2024-03-01,First Class,MH-17785,최춘화,Corporate,동구,대전광역시,대한민국,OFF-ST-10003810,Office Supplies,Storage,"Tenex Box, Single Width",신한결,False,50581.8,3,0.0,17625.6
IN-2024-42311,2024-02-28,2024-03-01,First Class,MH-17785,최춘화,Corporate,동구,대전광역시,대한민국,FUR-CH-10000294,Furniture,Chairs,"Office Star Swivel Stool, Red",신한결,False,532256.4,3,0.0,117045.0
IN-2024-42311,2024-02-28,2024-03-01,First Class,MH-17785,최춘화,Corporate,동구,대전광역시,대한민국,OFF-ST-10001638,Office Supplies,Storage,"Tenex File Cart, Single Width",신한결,False,549208.8,4,0.0,159242.4
IN-2024-42311,2024-02-28,2024-03-01,First Class,MH-17785,최춘화,Corporate,동구,대전광역시,대한민국,OFF-ST-10003334,Office Supplies,Storage,"Smead Trays, Wire Frame",신한결,False,97002.0,2,0.0,17442.0
IN-2024-42311,2024-02-28,2024-03-01,First Class,MH-17785,최춘화,Corporate,동구,대전광역시,대한민국,OFF-BI-10000006,Office Supplies,Binders,"Ibico Binder, Durable",신한결,False,69278.4,4,0.0,14443.2
IN-2024-42311,2024-02-28,2024-03-01,First Class,MH-17785,최춘화,Corporate,동구,대전광역시,대한민국,OFF-AR-10004068,Office Supplies,Art,"Boston Markers, Fluorescent",신한결,False,84547.8,3,0.0,37179.0
IN-2024-74798,2024-12-25,2024-12-26,First Class,EB-13705,박혜미,Corporate,안양시,경기도,대한민국,OFF-PA-10004727,Office Supplies,Paper,"Eaton Note Cards, 8.5 x 11",전소현,False,24317.82,1,0.1,5927.22
ID-2024-52594,2024-04-11,2024-04-17,Standard Class,SJ-20215,유아현,Consumer,고성군,경상남도,대한민국,OFF-EN-10000726,Office Supplies,Envelopes,"Jiffy Clasp Envelope, Set of 50",원유선,False,13817.736,3,0.47,-3165.264
ID-2024-52594,2024-04-11,2024-04-17,Standard Class,SJ-20215,유아현,Consumer,고성군,경상남도,대한민국,OFF-SU-10001731,Office Supplies,Supplies,"Elite Letter Opener, High Speed",원유선,False,72170.1,5,0.47,2708.1
ID-2024-52594,2024-04-11,2024-04-17,Standard Class,SJ-20215,유아현,Consumer,고성군,경상남도,대한민국,TEC-PH-10001614,Technology,Phones,"Motorola Audio Dock, VoIP",원유선,False,293702.472,2,0.17,38865.672
ID-2024-52594,2024-04-11,2024-04-17,Standard Class,SJ-20215,유아현,Consumer,고성군,경상남도,대한민국,OFF-SU-10003515,Office Supplies,Supplies,"Acme Shears, Serrated",원유선,False,100811.088,4,0.47,-68590.512
ID-2024-52594,2024-04-11,2024-04-17,Standard Class,SJ-20215,유아현,Consumer,고성군,경상남도,대한민국,OFF-SU-10003717,Office Supplies,Supplies,"Stiletto Ruler, Serrated",원유선,False,25040.592,4,0.47,-18901.008
ID-2024-52594,2024-04-11,2024-04-17,Standard Class,SJ-20215,유아현,Consumer,고성군,경상남도,대한민국,TEC-PH-10001535,Technology,Phones,"Nokia Speaker Phone, Cordless",원유선,False,320014.8,3,0.17,15422.4
IN-2024-44460,2024-03-06,2024-03-07,First Class,EB-13930,고영아,Consumer,동구,인천광역시,대한민국,OFF-EN-10000224,Office Supplies,Envelopes,"Cameo Clasp Envelope, Recycled",전소현,False,38142.9,5,0.1,4176.9
IN-2024-44460,2024-03-06,2024-03-07,First Class,EB-13930,고영아,Consumer,동구,인천광역시,대한민국,TEC-PH-10002428,Technology,Phones,"Apple Headset, VoIP",전소현,False,202005.9,3,0.1,-15743.7
IN-2024-44460,2024-03-06,2024-03-07,First Class,EB-13930,고영아,Consumer,동구,인천광역시,대한민국,OFF-LA-10003617,Office Supplies,Labels,"Smead Legal Exhibit Labels, Adjustable",전소현,False,24786.0,3,0.1,9088.2
IN-2024-37215,2024-07-17,2024-07-22,Standard Class,GH-14485,서종흠,Corporate,동두천시,경기도,대한민국,OFF-LA-10003141,Office Supplies,Labels,"Hon Shipping Labels, Laser Printer Compatible",전소현,False,49172.976,8,0.47,2660.976
IN-2024-37215,2024-07-17,2024-07-22,Standard Class,GH-14485,서종흠,Corporate,동두천시,경기도,대한민국,TEC-PH-10004618,Technology,Phones,"Motorola Signal Booster, Cordless",전소현,False,123586.668,1,0.17,29767.068
IN-2024-37446,2024-08-08,2024-08-12,Second Class,RH-19555,진라희,Consumer,양평군,경기도,대한민국,OFF-EN-10004526,Office Supplies,Envelopes,"GlobeWeis Mailers, Recycled",전소현,False,20953.35,1,0.45,-7.65
IN-2024-37446,2024-08-08,2024-08-12,Second Class,RH-19555,진라희,Consumer,양평군,경기도,대한민국,TEC-MA-10000606,Technology,Machines,"Okidata Printer, White",전소현,False,1020930.75,5,0.25,27195.75
ID-2024-22445,2024-06-14,2024-06-16,First Class,AB-10600,고수철,Corporate,정읍시,전라북도,대한민국,OFF-PA-10002811,Office Supplies,Paper,"Green Bar Message Books, 8.5 x 11",곽승예,False,45296.874,3,0.47,-30805.326
IN-2024-55604,2024-08-06,2024-08-10,Standard Class,AJ-10960,문소영,Consumer,나주시,전라남도,대한민국,OFF-SU-10002909,Office Supplies,Supplies,"Fiskars Ruler, Easy Grip",곽승예,False,65484.0,4,0.0,5140.8
IN-2024-51264,2024-09-22,2024-09-27,Standard Class,AA-10645,차동엽,Consumer,중랑구,서울특별시,대한민국,TEC-AC-10001835,Technology,Accessories,"Belkin Mouse, Programmable",전소현,False,43054.2,1,0.0,5997.6
IN-2024-51264,2024-09-22,2024-09-27,Standard Class,AA-10645,차동엽,Consumer,중랑구,서울특별시,대한민국,OFF-SU-10004575,Office Supplies,Supplies,"Fiskars Letter Opener, Steel",전소현,False,50245.2,2,0.0,5018.4
IN-2024-78214,2024-12-11,2024-12-17,Standard Class,KN-16705,송지원,Home Office,담양군,전라남도,대한민국,FUR-BO-10003022,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Metal",곽승예,False,431184.6,3,0.0,150827.4
ID-2024-12148,2024-07-30,2024-08-04,Standard Class,BP-11155,정창재,Consumer,광주시,경기도,대한민국,OFF-PA-10001086,Office Supplies,Paper,"Enermax Cards & Envelopes, Multicolor",전소현,False,131122.53,5,0.47,-54466.47
ID-2024-12148,2024-07-30,2024-08-04,Standard Class,BP-11155,정창재,Consumer,광주시,경기도,대한민국,OFF-FA-10001718,Office Supplies,Fasteners,"Accos Staples, Assorted Sizes",전소현,False,27246.24,6,0.47,-12962.16
ID-2024-12148,2024-07-30,2024-08-04,Standard Class,BP-11155,정창재,Consumer,광주시,경기도,대한민국,OFF-AR-10003673,Office Supplies,Art,"Sanford Markers, Fluorescent",전소현,False,36500.292,2,0.27,-12520.908
IN-2024-59496,2024-04-05,2024-04-09,Standard Class,LL-16840,우길수,Consumer,중구,서울특별시,대한민국,OFF-AR-10001405,Office Supplies,Art,"Binney & Smith Highlighters, Fluorescent",전소현,False,36414.0,2,0.0,4712.4
IN-2024-25574,2024-09-13,2024-09-16,First Class,SM-20905,홍하영,Consumer,포천시,경기도,대한민국,FUR-BO-10003301,Furniture,Bookcases,"Dania Floating Shelf Set, Metal",전소현,False,929805.48,6,0.1,103238.28
ID-2024-54344,2024-12-07,2024-12-13,Standard Class,NC-18340,김정아,Consumer,관악구,서울특별시,대한민국,TEC-AC-10002533,Technology,Accessories,"Enermax Memory Card, USB",전소현,False,292230.0,5,0.5,-198747.0
ID-2024-54344,2024-12-07,2024-12-13,Standard Class,NC-18340,김정아,Consumer,관악구,서울특별시,대한민국,OFF-BI-10001200,Office Supplies,Binders,"Avery Binder, Durable",전소현,False,36720.0,5,0.5,-31671.0
IN-2024-60364,2024-04-11,2024-04-17,Standard Class,ML-17755,반윤형,Home Office,종로구,서울특별시,대한민국,OFF-AR-10002364,Office Supplies,Art,"BIC Pens, Easy-Erase",전소현,False,13356.9,1,0.1,1759.5
IN-2024-60364,2024-04-11,2024-04-17,Standard Class,ML-17755,반윤형,Home Office,종로구,서울특별시,대한민국,OFF-ST-10002650,Office Supplies,Storage,"Fellowes Lockers, Wire Frame",전소현,False,757900.8,4,0.1,185191.2
IN-2024-38671,2024-06-26,2024-06-27,First Class,BT-11680,장재찬,Consumer,동구,울산광역시,대한민국,OFF-PA-10004943,Office Supplies,Paper,"Enermax Memo Slips, 8.5 x 11",원유선,False,141372.0,7,0.0,60618.6
IN-2024-38671,2024-06-26,2024-06-27,First Class,BT-11680,장재찬,Consumer,동구,울산광역시,대한민국,FUR-BO-10002990,Furniture,Bookcases,"Dania Library with Doors, Traditional",원유선,False,739296.0,2,0.0,340027.2
IN-2024-35031,2024-06-13,2024-06-19,Standard Class,AG-10765,류요환,Home Office,송파구,서울특별시,대한민국,FUR-FU-10000647,Furniture,Furnishings,"Tenex Door Stop, Erganomic",전소현,False,63305.892,2,0.27,3452.292
ID-2024-33897,2024-07-24,2024-07-26,Second Class,LT-17110,노홍익,Consumer,제주시,제주특별자치도,대한민국,TEC-PH-10001619,Technology,Phones,"Cisco Signal Booster, Full Size",곽승예,False,421692.48,3,0.1,-36.72
ID-2024-33897,2024-07-24,2024-07-26,Second Class,LT-17110,노홍익,Consumer,제주시,제주특별자치도,대한민국,TEC-AC-10004938,Technology,Accessories,"Belkin Mouse, Bluetooth",곽승예,False,298974.24,8,0.1,13047.84
IN-2024-36158,2024-12-26,2025-01-02,Standard Class,KA-16525,고정헌,Consumer,하동군,경상남도,대한민국,OFF-PA-10003899,Office Supplies,Paper,"SanDisk Memo Slips, Premium",원유선,False,51958.8,3,0.0,17625.6
IN-2024-36158,2024-12-26,2025-01-02,Standard Class,KA-16525,고정헌,Consumer,하동군,경상남도,대한민국,OFF-BI-10001904,Office Supplies,Binders,"Cardinal Binder Covers, Durable",원유선,False,55080.0,4,0.0,26928.0
IN-2024-36158,2024-12-26,2025-01-02,Standard Class,KA-16525,고정헌,Consumer,하동군,경상남도,대한민국,FUR-FU-10004464,Furniture,Furnishings,"Deflect-O Clock, Durable",원유선,False,96573.6,2,0.0,1897.2
IN-2024-36158,2024-12-26,2025-01-02,Standard Class,KA-16525,고정헌,Consumer,하동군,경상남도,대한민국,TEC-MA-10000354,Technology,Machines,"StarTech Calculator, Wireless",원유선,False,122277.6,3,0.0,17074.8
IN-2024-36158,2024-12-26,2025-01-02,Standard Class,KA-16525,고정헌,Consumer,하동군,경상남도,대한민국,OFF-LA-10002139,Office Supplies,Labels,"Novimex Color Coded Labels, Alphabetical",원유선,False,37454.4,3,0.0,6701.4
IN-2024-36158,2024-12-26,2025-01-02,Standard Class,KA-16525,고정헌,Consumer,하동군,경상남도,대한민국,OFF-AR-10001043,Office Supplies,Art,"BIC Pens, Blue",원유선,False,14565.6,1,0.0,3763.8
IN-2024-36158,2024-12-26,2025-01-02,Standard Class,KA-16525,고정헌,Consumer,하동군,경상남도,대한민국,OFF-BI-10004105,Office Supplies,Binders,"Acco 3-Hole Punch, Recycled",원유선,False,217627.2,7,0.0,60832.8
IN-2024-42087,2024-10-31,2024-11-04,Standard Class,TB-21190,소인희,Home Office,충주시,충청북도,대한민국,OFF-SU-10000914,Office Supplies,Supplies,"Kleencut Scissors, Serrated",신한결,False,174328.2,9,0.0,34700.4
IN-2024-42087,2024-10-31,2024-11-04,Standard Class,TB-21190,소인희,Home Office,충주시,충청북도,대한민국,OFF-AP-10001305,Office Supplies,Appliances,"Breville Microwave, White",신한결,False,917541.0,3,0.0,330296.4
IN-2024-44285,2024-09-06,2024-09-10,Standard Class,SJ-20215,유아현,Consumer,고성군,경상남도,대한민국,TEC-MA-10001296,Technology,Machines,"Epson Calculator, White",원유선,False,41144.76,1,0.1,1364.76
IN-2024-22389,2024-12-14,2024-12-17,First Class,EM-14140,전은준,Home Office,대덕구,대전광역시,대한민국,OFF-SU-10002152,Office Supplies,Supplies,"Fiskars Shears, Serrated",신한결,False,135680.4,3,0.0,2662.2
